State,Year,Excessive drinking,Median household income
ND,1/1/2015,0.239,58578
ND,1/1/2015,0.248,61533
ND,1/1/2014,0.215,55420
ND,1/1/2015,0.215,54312
ND,1/1/2014,0.281,36158
ND,1/1/2015,0.281,34836
ND,1/1/2014,0.262,56119
ND,1/1/2015,0.262,58672
ND,1/1/2014,0.271,31337
ND,1/1/2015,0.271,34491
ND,1/1/2014,0.202,63886
ND,1/1/2015,0.202,69566
ND,1/1/2014,0.211,46485
ND,1/1/2015,0.211,50941
ND,1/1/2014,0.179,52033
ND,1/1/2015,0.179,55199
ND,1/1/2014,0.159,51218
ND,1/1/2015,0.159,57006
ND,1/1/2014,0.233,47425
ND,1/1/2015,0.233,48301
ND,1/1/2014,0.226,56647
ND,1/1/2015,0.226,56192
ND,1/1/2014,0.238,48422
ND,1/1/2015,0.238,54251
ND,1/1/2014,0.273,79265
ND,1/1/2015,0.273,84237
NE,1/1/2014,0.161,46902
NE,1/1/2015,0.161,52267
NE,1/1/2014,0.192,45135
NE,1/1/2015,0.192,48814
NE,1/1/2014,0.191,50722
NE,1/1/2015,0.191,50156
NE,1/1/2014,0.2,53635
NE,1/1/2015,0.2,54120
NE,1/1/2014,0.205,37835
NE,1/1/2015,0.205,39838
NE,1/1/2014,0.166,38907
NE,1/1/2015,0.166,39861
NE,1/1/2014,0.164,51959
NE,1/1/2015,0.164,52333
NE,1/1/2014,0.222,46553
NE,1/1/2015,0.222,47749
NE,1/1/2014,0.274,49880
NE,1/1/2015,0.274,46211
NE,1/1/2014,0.189,59962
NE,1/1/2015,0.189,63738
NE,1/1/2014,0.258,52102
NE,1/1/2015,0.258,56300
NE,1/1/2014,0.235,47787
NE,1/1/2015,0.235,52924
NE,1/1/2014,0.147,42043
NE,1/1/2015,0.147,43229
NE,1/1/2014,0.189,50466
NE,1/1/2015,0.189,53430
NE,1/1/2014,0.142,48370
NE,1/1/2015,0.142,50587
NE,1/1/2014,0.18,47756
NE,1/1/2015,0.18,51103
NE,1/1/2014,0.21,48122
NE,1/1/2015,0.21,50252
NE,1/1/2014,0.148,43425
NE,1/1/2015,0.148,44608
NE,1/1/2014,0.187,46582
NE,1/1/2015,0.187,45631
NE,1/1/2014,0.21,38196
NE,1/1/2015,0.21,39507
NE,1/1/2014,0.151,46818
NE,1/1/2015,0.151,44976
NE,1/1/2014,0.184,42152
NE,1/1/2015,0.184,48523
NE,1/1/2014,0.232,46124
NE,1/1/2015,0.232,47637
NE,1/1/2014,0.177,47367
NE,1/1/2015,0.177,48671
NE,1/1/2014,0.207,51189
NE,1/1/2015,0.207,51959
NE,1/1/2014,0.132,40294
NE,1/1/2015,0.132,47098
NE,1/1/2014,0.237,48438
NE,1/1/2015,0.237,52606
NE,1/1/2014,0.208,43406
NE,1/1/2015,0.208,44871
NE,1/1/2014,0.197,47799
NE,1/1/2014,0.12,42517
NE,1/1/2015,0.12,41446
NE,1/1/2014,0.238,45588
NE,1/1/2015,0.238,45212
NE,1/1/2014,0.162,38142
NE,1/1/2015,0.162,38837
NE,1/1/2014,0.177,37292
NE,1/1/2015,0.177,40758
NE,1/1/2014,0.185,50931
NE,1/1/2015,0.185,58357
NE,1/1/2014,0.216,40744
NE,1/1/2015,0.216,42743
NE,1/1/2014,0.181,46641
NE,1/1/2015,0.181,49750
NE,1/1/2014,0.183,58433
NE,1/1/2015,0.183,54663
NE,1/1/2014,,43882
NE,1/1/2015,,45806
NE,1/1/2014,0.132,42059
NE,1/1/2015,0.132,40217
NE,1/1/2014,0.167,43861
NE,1/1/2015,0.167,44518
NE,1/1/2014,0.155,50518
NE,1/1/2015,0.155,49496
NE,1/1/2014,0.17,42186
NE,1/1/2015,0.17,46252
NE,1/1/2014,0.218,42970
NE,1/1/2015,0.218,46456
NE,1/1/2014,0.177,55422
NE,1/1/2015,0.177,57823
NE,1/1/2014,0.188,41303
NE,1/1/2015,0.188,42851
NE,1/1/2014,0.109,42545
NE,1/1/2015,0.109,45023
NE,1/1/2014,0.207,45180
NE,1/1/2015,0.207,41066
NE,1/1/2014,0.197,50478
NE,1/1/2015,0.197,52275
NE,1/1/2014,0.154,48141
NE,1/1/2015,0.154,52395
NE,1/1/2014,0.199,45822
NE,1/1/2015,0.199,45738
NE,1/1/2014,0.206,47236
NE,1/1/2015,0.206,50317
NE,1/1/2014,0.144,43513
NE,1/1/2015,0.144,47296
NE,1/1/2014,0.268,44501
NE,1/1/2015,0.268,45091
NE,1/1/2014,0.152,45033
NE,1/1/2015,0.152,48892
NE,1/1/2014,0.198,41892
NE,1/1/2015,0.198,44139
NE,1/1/2014,0.223,50907
NE,1/1/2015,0.223,52565
NE,1/1/2014,0.113,39684
NE,1/1/2015,0.113,38735
NE,1/1/2014,0.119,52339
NE,1/1/2015,0.119,53893
NE,1/1/2014,0.185,50879
NE,1/1/2015,0.185,53607
NE,1/1/2014,0.201,50194
NE,1/1/2015,0.201,50807
NE,1/1/2014,0.226,55607
NE,1/1/2015,0.226,52368
NE,1/1/2014,0.222,54850
NE,1/1/2015,0.222,56618
NE,1/1/2014,0.165,44591
NE,1/1/2015,0.165,44826
NE,1/1/2014,0.207,39760
NE,1/1/2015,0.207,41679
NE,1/1/2014,0.183,48762
NE,1/1/2015,0.183,49047
NE,1/1/2014,0.214,68118
NE,1/1/2015,0.214,67740
NE,1/1/2014,0.249,59831
NE,1/1/2015,0.249,61174
NE,1/1/2014,0.109,43554
NE,1/1/2015,0.109,43406
NE,1/1/2014,0.209,60642
NE,1/1/2015,0.209,59053
NE,1/1/2014,0.161,44613
NE,1/1/2015,0.161,38411
NE,1/1/2014,0.181,42043
NE,1/1/2015,0.181,41224
NE,1/1/2014,0.258,54152
NE,1/1/2015,0.258,54263
NE,1/1/2014,0.163,45023
NE,1/1/2015,0.163,43938
NE,1/1/2014,0.239,40266
NE,1/1/2015,0.239,38558
NE,1/1/2014,0.175,41737
NE,1/1/2015,0.175,44105
NE,1/1/2014,0.22,63817
NE,1/1/2015,0.22,66160
NE,1/1/2014,0.192,47240
NE,1/1/2015,0.192,49981
NE,1/1/2014,0.178,40250
NE,1/1/2015,0.178,42305
NE,1/1/2014,0.176,50110
NE,1/1/2015,0.176,56687
NH,1/1/2014,0.166,55033
NH,1/1/2015,0.166,57568
NH,1/1/2014,0.18,50495
NH,1/1/2015,0.18,50598
NH,1/1/2014,0.164,54819
NH,1/1/2015,0.164,52246
NH,1/1/2014,0.181,40162
NH,1/1/2015,0.181,40917
NH,1/1/2014,0.185,52532
NH,1/1/2015,0.185,55131
NH,1/1/2014,0.176,68150
NH,1/1/2015,0.176,67162
NH,1/1/2014,0.153,59186
NH,1/1/2015,0.153,64068
NH,1/1/2014,0.197,76285
NH,1/1/2015,0.197,74785
NH,1/1/2014,0.166,53575
NH,1/1/2015,0.166,59290
NH,1/1/2014,0.152,57444
NH,1/1/2015,0.152,52114
NJ,1/1/2014,0.181,50881
NJ,1/1/2015,0.181,51668
NJ,1/1/2014,0.173,82001
NJ,1/1/2015,0.173,81615
NJ,1/1/2014,0.148,74285
NJ,1/1/2015,0.148,76868
NJ,1/1/2014,0.172,58572
NJ,1/1/2015,0.172,57641
NJ,1/1/2014,0.178,55175
NJ,1/1/2015,0.178,56520
NJ,1/1/2014,0.175,46491
NJ,1/1/2015,0.175,45850
NJ,1/1/2014,0.148,51019
NJ,1/1/2015,0.148,53358
NJ,1/1/2014,0.189,72248
NJ,1/1/2015,0.189,71137
NJ,1/1/2014,0.174,56087
NJ,1/1/2015,0.174,55699
NJ,1/1/2014,0.181,103301
NJ,1/1/2015,0.181,107203
NJ,1/1/2014,0.155,67662
NJ,1/1/2015,0.155,70575
NJ,1/1/2014,0.127,77044
NJ,1/1/2015,0.127,76515
NJ,1/1/2014,0.183,81190
NJ,1/1/2015,0.183,83424
NJ,1/1/2014,0.17,95236
NJ,1/1/2015,0.17,99950
NJ,1/1/2014,0.154,59022
NJ,1/1/2015,0.154,59888
NJ,1/1/2014,0.151,58073
NJ,1/1/2015,0.151,57426
NJ,1/1/2014,0.145,57939
NJ,1/1/2015,0.145,58483
NJ,1/1/2014,0.137,95574
NJ,1/1/2015,0.137,96947
NJ,1/1/2014,0.182,85036
NJ,1/1/2015,0.182,85747
NJ,1/1/2014,0.157,64698
NJ,1/1/2015,0.157,64272
NJ,1/1/2014,0.163,70560
NJ,1/1/2015,0.163,68011
NM,1/1/2014,0.13,46200
NM,1/1/2015,0.13,48053
NM,1/1/2014,0.124,30257
NM,1/1/2015,0.124,32644
NM,1/1/2014,0.153,38008
NM,1/1/2015,0.153,41388
NM,1/1/2014,0.127,34783
NM,1/1/2015,0.127,36307
NM,1/1/2014,0.165,36620
NM,1/1/2015,0.165,37152
NM,1/1/2014,0.149,39472
NM,1/1/2015,0.149,39186
NM,1/1/2014,,30895
NM,1/1/2015,,33045
NM,1/1/2014,0.164,37230
NM,1/1/2015,0.164,36831
NM,1/1/2014,0.149,48001
NM,1/1/2015,0.149,49865
NM,1/1/2014,0.157,35842
NM,1/1/2015,0.157,39220
NM,1/1/2014,,29659
NM,1/1/2015,,29924
NM,1/1/2014,,33230
NM,1/1/2015,,32993
NM,1/1/2014,0.142,48028
NM,1/1/2015,0.142,53556
NM,1/1/2014,0.188,38896
NM,1/1/2015,0.188,40756
NM,1/1/2014,0.114,112115
NM,1/1/2015,0.114,110930
NM,1/1/2014,0.167,27852
NM,1/1/2015,0.167,28040
NM,1/1/2014,0.126,29821
NM,1/1/2015,0.126,27790
NM,1/1/2014,0.132,26455
NM,1/1/2015,0.132,29263
NM,1/1/2014,0.143,38764
NM,1/1/2015,0.143,41960
NM,1/1/2014,0.082,30557
NM,1/1/2015,0.082,30496
NM,1/1/2014,0.126,36900
NM,1/1/2015,0.126,36716
NM,1/1/2014,0.133,34781
NM,1/1/2015,0.133,35322
NM,1/1/2014,0.126,45901
NM,1/1/2015,0.126,44417
NM,1/1/2014,0.147,31285
NM,1/1/2015,0.147,31222
NM,1/1/2014,0.129,57376
NM,1/1/2015,0.129,56190
NM,1/1/2014,0.136,50716
NM,1/1/2015,0.136,51697
NM,1/1/2014,0.116,28029
NM,1/1/2015,0.116,29680
NM,1/1/2014,0.132,32809
NM,1/1/2015,0.132,32090
NM,1/1/2014,0.145,29637
NM,1/1/2015,0.145,33021
NM,1/1/2014,0.13,32952
NM,1/1/2015,0.13,35046
NM,1/1/2014,,33570
NM,1/1/2015,,37902
NM,1/1/2014,0.119,40159
NM,1/1/2015,0.119,41412
NV,1/1/2014,0.182,48227
NV,1/1/2015,0.182,47476
NV,1/1/2014,0.179,49463
NV,1/1/2015,0.179,50158
NV,1/1/2014,0.174,49583
NV,1/1/2015,0.174,51071
NV,1/1/2014,0.209,60869
NV,1/1/2015,0.209,56613
NV,1/1/2014,0.245,68759
NV,1/1/2015,0.245,71354
NV,1/1/2014,,62864
NV,1/1/2015,,66592
NV,1/1/2014,0.23,63772
NV,1/1/2015,0.23,66290
NV,1/1/2014,0.16,67424
NV,1/1/2015,0.16,69658
NV,1/1/2014,0.152,43617
NV,1/1/2015,0.152,44366
NV,1/1/2014,0.209,48035
NV,1/1/2015,0.209,46526
NV,1/1/2014,0.196,40308
NV,1/1/2015,0.196,40496
NV,1/1/2014,0.139,41426
NV,1/1/2015,0.139,42998
NV,1/1/2014,0.212,45192
NV,1/1/2015,0.212,51548
NV,1/1/2014,0.16,53471
NV,1/1/2015,0.16,59785
NV,1/1/2014,0.205,49449
NV,1/1/2015,0.205,53565
NV,1/1/2014,0.133,50417
NV,1/1/2015,0.133,52588
NY,1/1/2014,0.189,57951
NY,1/1/2015,0.189,55778
NY,1/1/2014,0.222,41623
NY,1/1/2015,0.222,41849
NY,1/1/2014,0.144,32510
NY,1/1/2015,0.144,33079
NY,1/1/2014,0.15,44709
NY,1/1/2015,0.15,45142
NY,1/1/2014,0.12,42822
NY,1/1/2015,0.12,40936
NY,1/1/2014,0.22,49412
NY,1/1/2015,0.22,48976
NY,1/1/2014,0.205,41194
NY,1/1/2015,0.205,40468
NY,1/1/2014,0.156,45193
NY,1/1/2015,0.156,45337
NY,1/1/2014,0.201,42747
NY,1/1/2015,0.201,44328
NY,1/1/2014,0.229,49198
NY,1/1/2015,0.229,45900
NY,1/1/2014,0.232,52891
NY,1/1/2015,0.232,57094
NY,1/1/2014,0.129,45781
NY,1/1/2015,0.129,46163
NY,1/1/2014,0.128,41195
NY,1/1/2015,0.128,43380
NY,1/1/2014,0.189,66677
NY,1/1/2015,0.189,69300
NY,1/1/2014,0.188,50370
NY,1/1/2015,0.188,51123
NY,1/1/2014,0.184,45676
NY,1/1/2015,0.184,46337
NY,1/1/2014,0.206,44697
NY,1/1/2015,0.206,42672
NY,1/1/2014,0.186,43918
NY,1/1/2015,0.186,42264
NY,1/1/2014,0.183,50476
NY,1/1/2015,0.183,42641
NY,1/1/2014,0.191,45773
NY,1/1/2015,0.191,50190
NY,1/1/2014,,44957
NY,1/1/2015,,45737
NY,1/1/2014,0.188,45137
NY,1/1/2015,0.188,42460
NY,1/1/2014,0.2,46008
NY,1/1/2015,0.2,46510
NY,1/1/2014,0.135,44850
NY,1/1/2015,0.135,47067
NY,1/1/2014,0.202,46952
NY,1/1/2015,0.202,45926
NY,1/1/2014,0.106,52549
NY,1/1/2015,0.106,51901
NY,1/1/2014,0.145,48220
NY,1/1/2015,0.145,51057
NY,1/1/2014,0.153,50811
NY,1/1/2015,0.153,51722
NY,1/1/2014,0.177,41034
NY,1/1/2015,0.177,43880
NY,1/1/2014,0.155,92543
NY,1/1/2015,0.155,95395
NY,1/1/2014,0.207,66739
NY,1/1/2015,0.207,71443
NY,1/1/2014,0.179,47548
NY,1/1/2015,0.179,46752
NY,1/1/2014,0.136,45973
NY,1/1/2015,0.136,44031
NY,1/1/2014,0.186,52362
NY,1/1/2015,0.186,52055
NY,1/1/2014,0.157,52774
NY,1/1/2015,0.157,57846
NY,1/1/2014,0.207,65761
NY,1/1/2015,0.207,68249
NY,1/1/2014,0.132,45329
NY,1/1/2015,0.132,43876
NY,1/1/2014,0.224,46487
NY,1/1/2015,0.224,46281
NY,1/1/2014,0.183,47318
NY,1/1/2015,0.183,47689
NY,1/1/2014,0.231,92950
NY,1/1/2015,0.231,92014
NY,1/1/2014,0.146,54373
NY,1/1/2015,0.146,56307
NY,1/1/2014,0.217,59237
NY,1/1/2015,0.217,56643
NY,1/1/2014,0.171,70295
NY,1/1/2015,0.171,68621
NY,1/1/2014,0.114,81517
NY,1/1/2015,0.114,80132
NY,1/1/2014,0.203,66677
NY,1/1/2015,0.203,69917
NY,1/1/2014,0.152,54654
NY,1/1/2015,0.152,53978
NY,1/1/2014,0.122,47581
NY,1/1/2015,0.122,49307
NY,1/1/2014,0.247,46983
NY,1/1/2015,0.247,44080
NY,1/1/2014,0.112,47297
NY,1/1/2015,0.112,45265
NY,1/1/2014,0.225,41640
NY,1/1/2015,0.225,43556
NY,1/1/2014,0.171,46110
NY,1/1/2015,0.171,46540
NY,1/1/2014,0.181,85717
NY,1/1/2015,0.181,84940
NY,1/1/2014,0.192,46102
NY,1/1/2015,0.192,46928
NY,1/1/2014,0.2,56891
NY,1/1/2015,0.2,51026
NY,1/1/2014,0.144,49159
NY,1/1/2015,0.144,49457
NY,1/1/2014,0.251,56832
NY,1/1/2015,0.251,56933
NY,1/1/2014,0.223,52692
NY,1/1/2015,0.223,52552
NY,1/1/2014,0.123,49964
NY,1/1/2015,0.123,48522
NY,1/1/2014,0.156,48991
NY,1/1/2015,0.156,50603
NY,1/1/2014,0.167,77166
NY,1/1/2015,0.167,83094
NY,1/1/2014,0.188,48470
NY,1/1/2015,0.188,51676
NY,1/1/2014,0.147,43789
NY,1/1/2015,0.147,45509
OH,1/1/2014,,34955
OH,1/1/2015,,37259
OH,1/1/2014,0.174,42173
OH,1/1/2015,0.174,43274
OH,1/1/2014,,44748
OH,1/1/2015,,48196
OH,1/1/2014,0.218,37811
OH,1/1/2015,0.218,40899
OH,1/1/2014,0.104,33950
OH,1/1/2015,0.104,35783
OH,1/1/2014,0.178,51769
OH,1/1/2015,0.178,54010
OH,1/1/2014,0.228,42176
OH,1/1/2015,0.228,39264
OH,1/1/2014,,44209
OH,1/1/2015,,43050
OH,1/1/2014,0.189,55599
OH,1/1/2015,0.189,55992
OH,1/1/2014,0.174,42540
OH,1/1/2015,0.174,44622
OH,1/1/2014,0.169,48826
OH,1/1/2015,0.169,48516
OH,1/1/2014,0.14,40783
OH,1/1/2015,0.14,44029
OH,1/1/2014,0.147,54179
OH,1/1/2015,0.147,61398
OH,1/1/2014,,42640
OH,1/1/2015,,46541
OH,1/1/2014,0.149,42782
OH,1/1/2015,0.149,41996
OH,1/1/2014,0.138,42035
OH,1/1/2015,0.138,39496
OH,1/1/2014,0.267,40493
OH,1/1/2015,0.267,38421
OH,1/1/2014,0.171,41954
OH,1/1/2015,0.171,43653
OH,1/1/2014,0.114,44554
OH,1/1/2015,0.114,43465
OH,1/1/2014,0.1,46382
OH,1/1/2015,0.1,48971
OH,1/1/2014,0.199,87470
OH,1/1/2015,0.199,89016
OH,1/1/2014,0.205,46307
OH,1/1/2015,0.205,46495
OH,1/1/2014,0.162,58884
OH,1/1/2015,0.162,56697
OH,1/1/2014,,42100
OH,1/1/2015,,40031
OH,1/1/2014,0.187,50053
OH,1/1/2015,0.187,51456
OH,1/1/2014,,50658
OH,1/1/2015,,51454
OH,1/1/2014,0.173,38397
OH,1/1/2015,0.173,39447
OH,1/1/2014,0.201,69214
OH,1/1/2015,0.201,69078
OH,1/1/2014,0.139,54038
OH,1/1/2015,0.139,60093
OH,1/1/2014,0.138,38353
OH,1/1/2015,0.138,39760
OH,1/1/2014,0.204,46952
OH,1/1/2015,0.204,47123
OH,1/1/2014,0.105,49866
OH,1/1/2015,0.105,48729
OH,1/1/2014,,42023
OH,1/1/2015,,42474
OH,1/1/2014,0.184,39801
OH,1/1/2015,0.184,40343
OH,1/1/2014,0.126,51036
OH,1/1/2015,0.126,51105
OH,1/1/2014,,38847
OH,1/1/2015,,40419
OH,1/1/2014,0.163,38927
OH,1/1/2015,0.163,42376
OH,1/1/2014,,43624
OH,1/1/2015,,49118
OH,1/1/2014,0.256,46303
OH,1/1/2015,0.256,44825
OH,1/1/2014,,37020
OH,1/1/2015,,37823
OH,1/1/2014,0.195,40114
OH,1/1/2015,0.195,38074
OH,1/1/2014,0.133,44133
OH,1/1/2015,0.133,47053
OH,1/1/2014,0.229,55149
OH,1/1/2015,0.229,55477
OH,1/1/2014,0.133,38790
OH,1/1/2015,0.133,41137
OH,1/1/2014,0.201,52678
OH,1/1/2015,0.201,54909
OH,1/1/2014,0.176,45397
OH,1/1/2015,0.176,50077
OH,1/1/2014,0.188,49758
OH,1/1/2015,0.188,52762
OH,1/1/2014,0.194,40759
OH,1/1/2015,0.194,40751
OH,1/1/2014,0.182,53445
OH,1/1/2015,0.182,54039
OH,1/1/2014,0.164,39982
OH,1/1/2015,0.164,41076
OH,1/1/2014,0.191,43315
OH,1/1/2015,0.191,42862
OH,1/1/2014,0.173,65670
OH,1/1/2015,0.173,66720
OH,1/1/2014,,34978
OH,1/1/2015,,40023
OH,1/1/2014,0.305,52060
OH,1/1/2015,0.305,55110
OH,1/1/2014,0.168,52622
OH,1/1/2015,0.168,51892
OH,1/1/2014,,42902
OH,1/1/2015,,41000
OH,1/1/2014,0.152,42859
OH,1/1/2015,0.152,43103
OH,1/1/2014,,35748
OH,1/1/2015,,36057
OH,1/1/2014,,50904
OH,1/1/2015,,49980
OH,1/1/2014,0.167,39814
OH,1/1/2015,0.167,40399
OH,1/1/2014,,40405
OH,1/1/2015,,42425
OH,1/1/2014,0.265,51216
OH,1/1/2015,0.265,51787
OH,1/1/2014,,44453
OH,1/1/2015,,46921
OH,1/1/2014,0.163,40590
OH,1/1/2015,0.163,41586
OH,1/1/2014,0.14,54540
OH,1/1/2015,0.14,52666
OH,1/1/2014,,36819
OH,1/1/2015,,41092
OH,1/1/2014,0.169,52249
OH,1/1/2015,0.169,52576
OH,1/1/2014,0.205,46298
OH,1/1/2015,0.205,47251
OH,1/1/2014,0.234,57079
OH,1/1/2015,0.234,60562
OH,1/1/2014,0.125,41772
OH,1/1/2015,0.125,40210
OH,1/1/2014,0.153,43285
OH,1/1/2015,0.153,42730
OH,1/1/2014,0.205,46274
OH,1/1/2015,0.205,46800
OH,1/1/2014,0.161,36379
OH,1/1/2015,0.161,36682
OH,1/1/2014,0.198,43899
OH,1/1/2015,0.198,47121
OH,1/1/2014,0.159,53390
OH,1/1/2015,0.159,51529
OH,1/1/2014,0.14,45626
OH,1/1/2015,0.14,45199
OH,1/1/2014,0.184,48836
OH,1/1/2015,0.184,49353
OH,1/1/2014,0.192,41253
OH,1/1/2015,0.192,41951
OH,1/1/2014,0.123,43546
OH,1/1/2015,0.123,44121
OH,1/1/2014,0.22,63378
OH,1/1/2015,0.22,68650
OH,1/1/2014,,45024
OH,1/1/2015,,47169
OH,1/1/2014,,36432
OH,1/1/2015,,37842
OH,1/1/2014,0.188,73598
OH,1/1/2015,0.188,75041
OH,1/1/2014,0.116,41747
OH,1/1/2015,0.116,41236
OH,1/1/2014,0.097,47859
OH,1/1/2015,0.097,49580
OH,1/1/2014,0.11,42418
OH,1/1/2015,0.11,45510
OH,1/1/2014,0.187,50534
OH,1/1/2015,0.187,52578
OH,1/1/2014,,46327
OH,1/1/2015,,46568
OK,1/1/2014,0.105,31544
OK,1/1/2015,0.105,31997
OK,1/1/2014,,43892
OK,1/1/2015,,50190
OK,1/1/2014,,36614
OK,1/1/2015,,34973
OK,1/1/2014,,52134
OK,1/1/2015,,55279
OK,1/1/2014,0.113,50342
OK,1/1/2015,0.113,49578
OK,1/1/2014,0.139,40797
OK,1/1/2015,0.139,41276
OK,1/1/2014,0.09,37157
OK,1/1/2015,0.09,36601
OK,1/1/2014,0.098,34246
OK,1/1/2015,0.098,37298
OK,1/1/2014,0.148,62984
OK,1/1/2015,0.148,63889
OK,1/1/2014,0.076,45787
OK,1/1/2015,0.076,43030
OK,1/1/2014,0.127,35482
OK,1/1/2015,0.127,36643
OK,1/1/2014,0.1,30115
OK,1/1/2015,0.1,30972
OK,1/1/2014,,39376
OK,1/1/2015,,39617
OK,1/1/2014,0.157,54036
OK,1/1/2015,0.157,54865
OK,1/1/2014,,33185
OK,1/1/2015,,35538
OK,1/1/2014,0.179,44726
OK,1/1/2015,0.179,42733
OK,1/1/2014,,38044
OK,1/1/2015,,40608
OK,1/1/2014,0.131,37586
OK,1/1/2015,0.131,36932
OK,1/1/2014,0.148,44130
OK,1/1/2015,0.148,44608
OK,1/1/2014,0.107,44842
OK,1/1/2015,0.107,47399
OK,1/1/2014,0.114,36765
OK,1/1/2015,0.114,36225
OK,1/1/2014,,45763
OK,1/1/2015,,49308
OK,1/1/2014,,49545
OK,1/1/2015,,49804
OK,1/1/2014,0.15,45370
OK,1/1/2015,0.15,47961
OK,1/1/2014,0.094,37980
OK,1/1/2015,0.094,38414
OK,1/1/2014,0.11,47619
OK,1/1/2015,0.11,48671
OK,1/1/2014,,45138
OK,1/1/2015,,51119
OK,1/1/2014,,33761
OK,1/1/2015,,34806
OK,1/1/2014,,28570
OK,1/1/2015,,31707
OK,1/1/2014,,47375
OK,1/1/2015,,45395
OK,1/1/2014,,32746
OK,1/1/2015,,35045
OK,1/1/2014,,30949
OK,1/1/2015,,34656
OK,1/1/2014,0.093,40024
OK,1/1/2015,0.093,41147
OK,1/1/2014,,31684
OK,1/1/2015,,31916
OK,1/1/2014,,36135
OK,1/1/2015,,35171
OK,1/1/2014,0.127,39591
OK,1/1/2015,0.127,41098
OK,1/1/2014,0.189,53332
OK,1/1/2015,0.189,54982
OK,1/1/2014,0.157,36329
OK,1/1/2015,0.157,34611
OK,1/1/2014,,35649
OK,1/1/2015,,36177
OK,1/1/2014,0.095,32778
OK,1/1/2015,0.095,35122
OK,1/1/2014,0.11,44149
OK,1/1/2015,0.11,42378
OK,1/1/2014,0.182,51642
OK,1/1/2015,0.182,57490
OK,1/1/2014,0.212,43083
OK,1/1/2015,0.212,46154
OK,1/1/2014,,49718
OK,1/1/2015,,52226
OK,1/1/2014,,36096
OK,1/1/2015,,38055
OK,1/1/2014,0.08,38724
OK,1/1/2015,0.08,41142
OK,1/1/2014,0.111,54495
OK,1/1/2015,0.111,57784
OK,1/1/2014,0.091,30712
OK,1/1/2015,0.091,31319
OK,1/1/2014,0.092,33031
OK,1/1/2015,0.092,38094
OK,1/1/2014,0.137,42510
OK,1/1/2015,0.137,49816
OK,1/1/2014,0.089,37103
OK,1/1/2015,0.089,38574
OK,1/1/2014,,43922
OK,1/1/2015,,47028
OK,1/1/2014,,38497
OK,1/1/2015,,40563
OK,1/1/2014,,31556
OK,1/1/2015,,34982
OK,1/1/2014,0.151,43623
OK,1/1/2015,0.151,45988
OK,1/1/2014,0.104,38216
OK,1/1/2015,0.104,36588
OK,1/1/2014,0.131,44528
OK,1/1/2015,0.131,49999
OK,1/1/2014,0.104,34581
OK,1/1/2015,0.104,35921
OK,1/1/2014,,44198
OK,1/1/2015,,42967
OK,1/1/2014,0.149,37874
OK,1/1/2015,0.149,39609
OK,1/1/2014,0.146,40080
OK,1/1/2015,0.146,41105
OK,1/1/2014,0.129,37492
OK,1/1/2015,0.129,40479
OK,1/1/2014,0.155,42255
OK,1/1/2015,0.155,44405
OK,1/1/2014,,30604
OK,1/1/2015,,32352
OK,1/1/2014,,49443
OK,1/1/2015,,53962
OK,1/1/2014,0.112,56547
OK,1/1/2015,0.112,55865
OK,1/1/2014,0.069,33940
OK,1/1/2015,0.069,34731
OK,1/1/2014,0.103,34195
OK,1/1/2015,0.103,33912
OK,1/1/2014,0.109,43405
OK,1/1/2015,0.109,45607
OK,1/1/2014,,45199
OK,1/1/2015,,46914
OK,1/1/2014,,32382
OK,1/1/2015,,35054
OK,1/1/2014,0.144,47371
OK,1/1/2015,0.144,48082
OK,1/1/2014,0.085,54839
OK,1/1/2015,0.085,53098
OK,1/1/2014,0.099,48851
OK,1/1/2015,0.099,46836
OK,1/1/2014,,43590
OK,1/1/2015,,46742
OK,1/1/2014,0.152,49416
OK,1/1/2015,0.152,48583
OK,1/1/2014,0.147,49070
OK,1/1/2015,0.147,54158
OR,1/1/2014,0.183,37025
OR,1/1/2015,0.183,42200
OR,1/1/2014,0.14,51890
OR,1/1/2015,0.14,50714
OR,1/1/2014,0.166,64231
OR,1/1/2015,0.166,66514
OR,1/1/2014,0.153,43202
OR,1/1/2015,0.153,43048
OR,1/1/2014,0.161,53250
OR,1/1/2015,0.161,55222
OR,1/1/2014,0.182,36057
OR,1/1/2015,0.182,37583
OR,1/1/2014,,41232
OR,1/1/2015,,43343
OR,1/1/2014,0.174,34854
OR,1/1/2015,0.174,37175
OR,1/1/2014,0.168,48591
OR,1/1/2015,0.168,49427
OR,1/1/2014,0.145,39399
OR,1/1/2015,0.145,40243
OR,1/1/2014,0.216,37177
OR,1/1/2015,0.216,40569
OR,1/1/2014,,35848
OR,1/1/2015,,37041
OR,1/1/2014,0.182,53023
OR,1/1/2015,0.182,50891
OR,1/1/2014,0.142,44392
OR,1/1/2015,0.142,43393
OR,1/1/2014,0.186,41426
OR,1/1/2015,0.186,41107
OR,1/1/2014,0.139,35109
OR,1/1/2015,0.139,37619
OR,1/1/2014,0.136,38193
OR,1/1/2015,0.136,37542
OR,1/1/2014,,38668
OR,1/1/2015,,37856
OR,1/1/2014,0.169,41123
OR,1/1/2015,0.169,43778
OR,1/1/2014,0.191,39738
OR,1/1/2015,0.191,39801
OR,1/1/2014,0.167,43837
OR,1/1/2015,0.167,44941
OR,1/1/2014,0.14,33994
OR,1/1/2015,0.14,34565
OR,1/1/2014,0.122,45631
